metric_id,resource_id,timestamp,cpu_utilization_pct,memory_utilization_pct,network_in_mbps,network_out_mbps,disk_utilization_pct,is_idle_flag
met-7eb892b6,res-9951b62786,2026-03-21T00:00:00Z,80.71,70.84,152.08,64.92,61.59,False
met-53c76c27,res-9951b62786,2026-03-18T00:00:00Z,92.08,62.86,156.45,120.08,28.01,False
met-746be8a0,res-9951b62786,2026-03-15T00:00:00Z,67.0,48.92,443.75,134.21,34.21,False
met-6e48a69f,res-9951b62786,2026-03-12T00:00:00Z,8.21,12.03,498.23,75.35,49.16,True
met-abb78435,res-9951b62786,2026-03-09T00:00:00Z,76.35,61.47,254.85,289.66,80.88,False
met-d6318235,res-9951b62786,2026-03-06T00:00:00Z,91.99,11.31,176.25,104.63,74.08,False
met-96b276b0,res-9951b62786,2026-03-03T00:00:00Z,41.5,26.93,330.39,159.32,90.51,False
met-c0420405,res-9951b62786,2026-02-28T00:00:00Z,83.32,52.92,373.12,73.73,25.4,False
met-2659f6d9,res-9951b62786,2026-02-25T00:00:00Z,71.19,49.11,19.34,272.62,66.38,False
met-dfa50cea,res-9951b62786,2026-02-22T00:00:00Z,26.84,61.9,17.04,191.64,87.85,False
met-89b404a3,res-d22cf6398a,2026-03-21T00:00:00Z,13.76,58.9,419.32,23.87,81.31,False
met-e2f4b968,res-d22cf6398a,2026-03-18T00:00:00Z,15.28,57.6,311.66,23.62,35.2,False
met-af8643f2,res-d22cf6398a,2026-03-15T00:00:00Z,35.36,76.87,371.58,123.59,29.06,False
met-6ac74ee1,res-d22cf6398a,2026-03-12T00:00:00Z,66.57,53.67,167.58,289.58,35.99,False
met-13163adb,res-d22cf6398a,2026-03-09T00:00:00Z,9.1,23.88,40.98,85.8,76.82,False
met-5fd2742b,res-d22cf6398a,2026-03-06T00:00:00Z,20.12,39.59,90.85,76.88,63.65,False
met-cd9f319a,res-d22cf6398a,2026-03-03T00:00:00Z,17.0,73.28,319.78,115.96,31.83,False
met-0225a157,res-d22cf6398a,2026-02-28T00:00:00Z,84.17,16.46,13.54,278.21,73.01,False
met-645214bf,res-d22cf6398a,2026-02-25T00:00:00Z,58.44,32.7,349.82,238.71,55.7,False
met-b3759bbd,res-d22cf6398a,2026-02-22T00:00:00Z,16.42,21.45,142.77,137.87,37.94,False
met-17d08a5a,res-719c69e0b0,2026-03-21T00:00:00Z,1.81,7.23,2.98,1.43,9.57,True
met-65e114ad,res-719c69e0b0,2026-03-18T00:00:00Z,1.16,8.44,1.51,0.84,8.81,True
met-b7842d66,res-719c69e0b0,2026-03-15T00:00:00Z,1.94,9.88,4.88,1.24,13.08,True
met-1228b013,res-719c69e0b0,2026-03-12T00:00:00Z,7.9,5.57,2.32,1.25,3.91,True
met-6bb7f6d0,res-719c69e0b0,2026-03-09T00:00:00Z,0.9,2.01,0.75,1.69,13.76,True
met-a75e895e,res-719c69e0b0,2026-03-06T00:00:00Z,4.23,2.44,4.61,0.11,6.1,True
met-7af664db,res-719c69e0b0,2026-03-03T00:00:00Z,2.07,3.26,3.08,1.78,7.34,True
met-053b6a5f,res-719c69e0b0,2026-02-28T00:00:00Z,1.28,1.47,2.69,0.32,1.41,True
met-b4068da5,res-719c69e0b0,2026-02-25T00:00:00Z,4.36,1.64,1.18,0.89,9.12,True
met-ef9ceb5e,res-719c69e0b0,2026-02-22T00:00:00Z,3.64,7.72,4.49,0.46,2.54,True
met-06d953a8,res-6862a3516a,2026-03-21T00:00:00Z,26.34,43.01,107.98,267.95,25.51,False
met-8152192f,res-6862a3516a,2026-03-18T00:00:00Z,57.66,14.35,223.57,68.77,65.71,False
met-25276297,res-6862a3516a,2026-03-15T00:00:00Z,21.03,39.88,234.29,62.28,46.89,False
met-d42de390,res-6862a3516a,2026-03-12T00:00:00Z,29.27,36.87,25.73,172.76,41.05,False
met-c250bf08,res-6862a3516a,2026-03-09T00:00:00Z,15.0,47.24,214.93,229.3,36.49,False
met-d3842743,res-6862a3516a,2026-03-06T00:00:00Z,31.56,22.54,399.34,286.06,87.92,False
met-891c1ae2,res-6862a3516a,2026-03-03T00:00:00Z,57.03,54.22,122.55,126.45,59.13,False
met-2f2ad35d,res-6862a3516a,2026-02-28T00:00:00Z,82.6,27.32,242.01,141.52,21.09,False
met-09d83ad5,res-6862a3516a,2026-02-25T00:00:00Z,43.53,79.81,131.44,133.1,36.68,False
met-7250ab30,res-6862a3516a,2026-02-22T00:00:00Z,88.47,85.7,457.74,269.98,51.33,False
met-c9dfc08f,res-f0555b5067,2026-03-21T00:00:00Z,7.93,7.6,2.52,0.85,6.52,True
met-c6b9db02,res-f0555b5067,2026-03-18T00:00:00Z,6.57,7.27,0.49,0.99,2.16,True
met-94e5128c,res-f0555b5067,2026-03-15T00:00:00Z,6.15,7.24,2.03,0.44,6.02,True
met-ec6e08e9,res-f0555b5067,2026-03-12T00:00:00Z,2.29,9.99,0.08,1.34,3.27,True
met-5c4d46c2,res-f0555b5067,2026-03-09T00:00:00Z,3.94,6.13,2.92,1.95,7.49,True
met-7dcb551e,res-f0555b5067,2026-03-06T00:00:00Z,1.54,7.33,0.92,1.74,9.78,True
met-096e2f59,res-f0555b5067,2026-03-03T00:00:00Z,5.78,1.01,3.14,0.77,10.67,True
met-e17cc6f0,res-f0555b5067,2026-02-28T00:00:00Z,4.48,3.67,3.76,1.4,9.58,True
met-e31c3979,res-f0555b5067,2026-02-25T00:00:00Z,4.81,2.86,3.42,1.24,5.7,True
met-7bfc035f,res-f0555b5067,2026-02-22T00:00:00Z,7.49,5.63,4.55,0.73,1.72,True
met-5d304f6b,res-8f0fc6c23c,2026-03-21T00:00:00Z,46.88,13.27,189.55,196.21,72.87,False
met-b718921f,res-8f0fc6c23c,2026-03-18T00:00:00Z,55.47,71.89,77.82,103.8,60.47,False
met-459e0e9e,res-8f0fc6c23c,2026-03-15T00:00:00Z,63.41,68.99,378.62,261.98,72.71,False
met-f5eb0ff2,res-8f0fc6c23c,2026-03-12T00:00:00Z,72.79,70.87,167.03,269.89,57.77,False
met-b2db729a,res-8f0fc6c23c,2026-03-09T00:00:00Z,43.06,14.36,192.68,138.46,57.61,False
met-3085003e,res-8f0fc6c23c,2026-03-06T00:00:00Z,79.66,47.61,270.63,248.49,87.46,False
met-0d4ac52e,res-8f0fc6c23c,2026-03-03T00:00:00Z,45.68,39.45,339.92,209.5,93.36,False
met-487e94e8,res-8f0fc6c23c,2026-02-28T00:00:00Z,84.48,25.07,443.15,30.76,49.3,False
met-5d5a3e1b,res-8f0fc6c23c,2026-02-25T00:00:00Z,21.09,86.66,47.7,53.61,28.4,False
met-a868eff9,res-8f0fc6c23c,2026-02-22T00:00:00Z,18.32,22.04,110.09,285.87,21.7,False
met-82835b70,res-dde86bf1de,2026-03-21T00:00:00Z,66.42,84.54,242.21,128.94,75.33,False
met-65ddda34,res-dde86bf1de,2026-03-18T00:00:00Z,6.93,25.12,20.8,241.59,82.62,False
met-9dde3b06,res-dde86bf1de,2026-03-15T00:00:00Z,51.77,36.87,293.57,198.45,79.01,False
met-d36a4fbb,res-dde86bf1de,2026-03-12T00:00:00Z,48.75,63.27,269.78,166.8,54.35,False
met-053c937b,res-dde86bf1de,2026-03-09T00:00:00Z,56.05,81.86,160.18,237.83,37.01,False
met-f6036411,res-dde86bf1de,2026-03-06T00:00:00Z,38.47,33.05,424.3,48.76,41.33,False
met-b5bae011,res-dde86bf1de,2026-03-03T00:00:00Z,91.06,59.49,88.79,162.92,33.67,False
met-44a1808e,res-dde86bf1de,2026-02-28T00:00:00Z,20.78,66.65,453.31,239.36,32.09,False
met-17a002e1,res-dde86bf1de,2026-02-25T00:00:00Z,15.52,89.5,291.52,135.06,47.73,False
met-b71f78c4,res-dde86bf1de,2026-02-22T00:00:00Z,23.46,66.57,336.12,293.52,31.1,False
met-e48708c3,res-883c6b690d,2026-03-21T00:00:00Z,92.79,52.69,69.53,12.35,89.83,False
met-c0f9963b,res-883c6b690d,2026-03-18T00:00:00Z,74.17,85.82,464.63,51.04,92.76,False
met-9c197599,res-883c6b690d,2026-03-15T00:00:00Z,54.15,50.59,327.15,92.19,87.2,False
met-64380718,res-883c6b690d,2026-03-12T00:00:00Z,92.26,70.33,497.09,201.73,79.97,False
met-3d15e556,res-883c6b690d,2026-03-09T00:00:00Z,70.57,83.78,175.96,38.13,55.92,False
met-a5168c8d,res-883c6b690d,2026-03-06T00:00:00Z,8.61,64.24,67.27,12.31,66.31,False
met-859e9793,res-883c6b690d,2026-03-03T00:00:00Z,24.83,38.59,169.92,184.4,34.64,False
met-70ee7567,res-883c6b690d,2026-02-28T00:00:00Z,52.38,72.5,385.88,62.74,26.27,False
met-2628ed3b,res-883c6b690d,2026-02-25T00:00:00Z,81.45,64.17,479.24,292.87,49.58,False
met-3dc5af4e,res-883c6b690d,2026-02-22T00:00:00Z,49.14,58.25,260.66,21.53,70.01,False
met-149d38cd,res-e6364f31a7,2026-03-21T00:00:00Z,69.44,44.21,199.2,8.6,45.87,False
met-a47e8a50,res-e6364f31a7,2026-03-18T00:00:00Z,32.73,45.65,284.91,68.63,86.59,False
met-a8d1a745,res-e6364f31a7,2026-03-15T00:00:00Z,71.74,43.25,226.83,53.32,74.6,False
met-3e70ce42,res-e6364f31a7,2026-03-12T00:00:00Z,85.8,68.29,212.95,251.48,64.85,False
met-46d01bce,res-e6364f31a7,2026-03-09T00:00:00Z,17.93,34.26,494.31,159.96,45.16,False
met-031d7b55,res-e6364f31a7,2026-03-06T00:00:00Z,88.98,57.25,194.13,6.95,67.91,False
met-3ce24775,res-e6364f31a7,2026-03-03T00:00:00Z,29.6,23.99,236.44,172.54,88.62,False
met-51396538,res-e6364f31a7,2026-02-28T00:00:00Z,22.93,76.58,151.84,149.72,81.71,False
met-0d0a43e1,res-e6364f31a7,2026-02-25T00:00:00Z,32.18,56.82,252.11,223.26,36.84,False
met-1292c75a,res-e6364f31a7,2026-02-22T00:00:00Z,76.21,22.32,157.08,193.96,67.74,False
met-58b8fec0,res-c825684ca7,2026-03-21T00:00:00Z,5.49,3.59,0.9,1.81,10.03,True
met-004507b5,res-c825684ca7,2026-03-18T00:00:00Z,0.71,7.88,2.47,1.94,9.38,True
met-75fb46b5,res-c825684ca7,2026-03-15T00:00:00Z,3.21,5.32,2.18,0.52,10.6,True
met-0803f953,res-c825684ca7,2026-03-12T00:00:00Z,7.81,8.36,1.87,1.47,1.25,True
met-67b13c23,res-c825684ca7,2026-03-09T00:00:00Z,2.45,6.23,0.73,0.92,10.71,True
met-26a94d29,res-c825684ca7,2026-03-06T00:00:00Z,3.18,1.48,1.81,1.27,14.37,True
met-5809dd3c,res-c825684ca7,2026-03-03T00:00:00Z,0.87,3.62,3.19,0.15,3.71,True
met-9bfabc2f,res-c825684ca7,2026-02-28T00:00:00Z,5.21,7.88,2.99,0.33,5.52,True
met-a1c0f176,res-c825684ca7,2026-02-25T00:00:00Z,2.87,8.6,4.0,0.54,10.77,True
met-3d4e8690,res-c825684ca7,2026-02-22T00:00:00Z,3.22,5.81,1.76,0.29,2.92,True
met-5e987e1f,res-3a9d556215,2026-03-21T00:00:00Z,75.09,42.96,461.24,53.09,36.34,False
met-59b1044b,res-3a9d556215,2026-03-18T00:00:00Z,50.3,76.53,399.6,169.8,71.72,False
met-71efa5e8,res-3a9d556215,2026-03-15T00:00:00Z,90.72,77.69,359.15,212.17,80.19,False
met-f7ef051f,res-3a9d556215,2026-03-12T00:00:00Z,42.56,83.28,67.12,43.71,21.3,False
met-2f5f1fd0,res-3a9d556215,2026-03-09T00:00:00Z,36.34,65.28,78.12,135.37,94.07,False
met-3348c930,res-3a9d556215,2026-03-06T00:00:00Z,52.08,87.61,94.38,94.88,75.83,False
met-93de0c6c,res-3a9d556215,2026-03-03T00:00:00Z,15.67,20.3,350.18,207.97,43.06,False
met-b78eba9c,res-3a9d556215,2026-02-28T00:00:00Z,23.89,88.49,218.15,230.09,28.38,False
met-b423d5de,res-3a9d556215,2026-02-25T00:00:00Z,6.69,48.74,221.31,62.92,22.46,False
met-7b0ca5ea,res-3a9d556215,2026-02-22T00:00:00Z,64.38,57.45,239.85,273.02,23.25,False
met-f33297bb,res-5534d73b23,2026-03-21T00:00:00Z,2.76,1.09,0.48,0.25,9.43,True
met-9a8f30f1,res-5534d73b23,2026-03-18T00:00:00Z,4.91,2.8,3.35,0.06,3.04,True
met-e448f42c,res-5534d73b23,2026-03-15T00:00:00Z,6.1,3.5,2.9,0.7,12.97,True
met-6ac6a07d,res-5534d73b23,2026-03-12T00:00:00Z,6.36,6.52,2.52,0.14,12.47,True
met-68bb8bfc,res-5534d73b23,2026-03-09T00:00:00Z,6.22,5.76,3.58,1.93,3.4,True
met-7675f0ec,res-5534d73b23,2026-03-06T00:00:00Z,6.16,1.04,3.63,1.85,13.89,True
met-6ac05336,res-5534d73b23,2026-03-03T00:00:00Z,6.88,5.27,3.49,0.37,10.43,True
met-ec1ad28e,res-5534d73b23,2026-02-28T00:00:00Z,1.3,8.51,4.91,0.85,8.2,True
met-1c4020f8,res-5534d73b23,2026-02-25T00:00:00Z,3.56,7.85,1.57,0.93,8.28,True
met-9f8a1314,res-5534d73b23,2026-02-22T00:00:00Z,4.22,4.25,1.44,1.44,2.15,True
met-3e7bfa52,res-8187c98c7b,2026-03-21T00:00:00Z,39.63,46.56,370.73,207.68,83.08,False
met-d7cfea46,res-8187c98c7b,2026-03-18T00:00:00Z,25.33,42.58,492.63,131.25,84.26,False
met-3442df81,res-8187c98c7b,2026-03-15T00:00:00Z,85.53,74.19,470.15,113.4,20.96,False
met-9b27ace7,res-8187c98c7b,2026-03-12T00:00:00Z,65.67,63.77,204.22,159.19,70.74,False
met-03f9a653,res-8187c98c7b,2026-03-09T00:00:00Z,15.73,41.58,350.57,293.38,75.61,False
met-3ba7b207,res-8187c98c7b,2026-03-06T00:00:00Z,85.32,23.5,188.22,63.73,35.02,False
met-61d81028,res-8187c98c7b,2026-03-03T00:00:00Z,80.96,42.34,124.11,130.29,57.43,False
met-f463a7f2,res-8187c98c7b,2026-02-28T00:00:00Z,73.83,71.28,300.89,228.11,80.07,False
met-90285a60,res-8187c98c7b,2026-02-25T00:00:00Z,89.89,38.49,336.67,285.29,94.06,False
met-4d652cc5,res-8187c98c7b,2026-02-22T00:00:00Z,51.03,21.79,232.77,41.05,56.7,False
met-98f3b68d,res-8ea3787196,2026-03-21T00:00:00Z,89.82,12.38,371.52,249.94,57.36,False
met-83edf014,res-8ea3787196,2026-03-18T00:00:00Z,7.41,24.33,306.25,101.45,42.71,False
met-bfe33970,res-8ea3787196,2026-03-15T00:00:00Z,61.09,70.81,333.93,158.38,56.91,False
met-ee167fe5,res-8ea3787196,2026-03-12T00:00:00Z,46.94,33.49,253.97,153.91,60.68,False
met-c9a0764c,res-8ea3787196,2026-03-09T00:00:00Z,77.85,53.24,18.66,230.37,94.3,False
met-2bf5612e,res-8ea3787196,2026-03-06T00:00:00Z,84.21,19.53,230.56,256.6,53.19,False
met-6bd5f34e,res-8ea3787196,2026-03-03T00:00:00Z,8.24,24.15,333.11,234.92,86.35,False
met-c0f526ff,res-8ea3787196,2026-02-28T00:00:00Z,19.77,44.45,163.11,119.78,77.3,False
met-f699a2fc,res-8ea3787196,2026-02-25T00:00:00Z,56.2,49.24,281.35,164.12,55.24,False
met-e2c3c5e5,res-8ea3787196,2026-02-22T00:00:00Z,55.6,22.5,37.31,82.7,64.33,False
met-1f195272,res-86cf2d1dc4,2026-03-21T00:00:00Z,65.88,71.32,149.37,23.12,64.28,False
met-4fdf8f53,res-86cf2d1dc4,2026-03-18T00:00:00Z,16.54,39.31,406.68,177.27,77.39,False
met-8a4b626d,res-86cf2d1dc4,2026-03-15T00:00:00Z,61.26,40.45,219.79,297.62,50.89,False
met-f669ea80,res-86cf2d1dc4,2026-03-12T00:00:00Z,10.08,29.54,124.96,97.07,26.37,False
met-4f035101,res-86cf2d1dc4,2026-03-09T00:00:00Z,66.92,79.52,66.09,55.08,60.38,False
met-97a54b0b,res-86cf2d1dc4,2026-03-06T00:00:00Z,8.36,62.62,217.01,156.85,51.59,False
met-c15bb10c,res-86cf2d1dc4,2026-03-03T00:00:00Z,6.84,47.58,20.9,98.37,62.78,False
met-d7207fd7,res-86cf2d1dc4,2026-02-28T00:00:00Z,34.02,17.82,249.3,208.8,35.44,False
met-bd67d23d,res-86cf2d1dc4,2026-02-25T00:00:00Z,49.71,74.92,337.02,54.16,42.46,False
met-0c98b319,res-86cf2d1dc4,2026-02-22T00:00:00Z,92.25,26.14,321.37,292.36,25.65,False
met-4bfdd61c,res-83cc2767a4,2026-03-21T00:00:00Z,6.88,2.93,1.33,0.59,9.03,True
met-584162d1,res-83cc2767a4,2026-03-18T00:00:00Z,6.53,6.62,4.79,1.44,9.09,True
met-339f0450,res-83cc2767a4,2026-03-15T00:00:00Z,4.94,3.46,2.83,1.06,6.98,True
met-28d284bc,res-83cc2767a4,2026-03-12T00:00:00Z,3.1,1.69,4.12,1.01,5.2,True
met-393e7baf,res-83cc2767a4,2026-03-09T00:00:00Z,5.48,3.82,2.07,0.5,8.22,True
met-a79b566d,res-83cc2767a4,2026-03-06T00:00:00Z,5.54,5.93,4.4,1.26,8.23,True
met-d1437a04,res-83cc2767a4,2026-03-03T00:00:00Z,1.9,5.49,3.3,1.65,14.13,True
met-5e2c69c7,res-83cc2767a4,2026-02-28T00:00:00Z,2.51,6.74,4.04,1.71,13.7,True
met-9f1a114b,res-83cc2767a4,2026-02-25T00:00:00Z,7.51,7.54,0.3,0.4,7.47,True
met-8a9b889e,res-83cc2767a4,2026-02-22T00:00:00Z,2.3,7.72,3.83,1.69,6.74,True
met-d2c9e03b,res-2f7e96c024,2026-03-21T00:00:00Z,87.0,60.71,424.52,83.75,41.53,False
met-8cb9b01f,res-2f7e96c024,2026-03-18T00:00:00Z,19.45,64.95,125.7,75.35,31.25,False
met-c0c308e6,res-2f7e96c024,2026-03-15T00:00:00Z,7.49,73.76,162.16,148.19,94.35,False
met-7aed7301,res-2f7e96c024,2026-03-12T00:00:00Z,42.98,82.45,108.98,85.45,22.19,False
met-be3dce6e,res-2f7e96c024,2026-03-09T00:00:00Z,76.07,32.22,279.85,195.07,23.17,False
met-8abcdccd,res-2f7e96c024,2026-03-06T00:00:00Z,70.02,72.58,37.11,269.47,43.54,False
met-67d86452,res-2f7e96c024,2026-03-03T00:00:00Z,31.82,15.09,477.99,269.55,70.38,False
met-c5ed0053,res-2f7e96c024,2026-02-28T00:00:00Z,84.71,41.75,421.51,253.61,37.7,False
met-4bd3da01,res-2f7e96c024,2026-02-25T00:00:00Z,56.39,50.02,69.11,200.94,63.53,False
met-db89168f,res-2f7e96c024,2026-02-22T00:00:00Z,74.76,52.02,253.26,31.62,64.99,False
met-71fb74e5,res-9b460311aa,2026-03-21T00:00:00Z,6.3,3.82,4.16,1.47,12.28,True
met-bf3ddcfd,res-9b460311aa,2026-03-18T00:00:00Z,6.08,9.42,1.09,0.21,4.0,True
met-278854d4,res-9b460311aa,2026-03-15T00:00:00Z,2.56,4.68,4.31,0.11,8.47,True
met-3ede85bf,res-9b460311aa,2026-03-12T00:00:00Z,5.75,2.02,2.73,0.95,4.45,True
met-942586ab,res-9b460311aa,2026-03-09T00:00:00Z,2.58,8.06,0.72,0.95,6.15,True
met-6111223c,res-9b460311aa,2026-03-06T00:00:00Z,2.81,6.81,4.53,0.07,11.35,True
met-28897adc,res-9b460311aa,2026-03-03T00:00:00Z,6.49,1.49,4.59,1.34,4.54,True
met-65fe7cd2,res-9b460311aa,2026-02-28T00:00:00Z,3.39,6.75,3.5,1.81,10.59,True
met-d43ad001,res-9b460311aa,2026-02-25T00:00:00Z,4.51,3.13,2.21,0.02,14.45,True
met-139b5bae,res-9b460311aa,2026-02-22T00:00:00Z,7.46,9.26,1.5,1.87,11.59,True
met-5629ead2,res-787c37d8d2,2026-03-21T00:00:00Z,82.35,22.82,225.03,98.57,80.92,False
met-f7d3d1d5,res-787c37d8d2,2026-03-18T00:00:00Z,63.0,73.15,144.28,28.63,78.46,False
met-6d75023e,res-787c37d8d2,2026-03-15T00:00:00Z,49.25,68.96,463.98,103.15,51.68,False
met-156c4a09,res-787c37d8d2,2026-03-12T00:00:00Z,87.67,18.03,88.57,81.99,24.98,False
met-f3ec9711,res-787c37d8d2,2026-03-09T00:00:00Z,42.88,68.34,278.39,101.4,72.14,False
met-1bf62f66,res-787c37d8d2,2026-03-06T00:00:00Z,73.58,61.31,100.03,135.8,68.08,False
met-fb260dfb,res-787c37d8d2,2026-03-03T00:00:00Z,5.28,26.01,159.72,174.86,28.31,False
met-3964172b,res-787c37d8d2,2026-02-28T00:00:00Z,27.46,67.09,386.13,196.51,29.76,False
met-0d8de6de,res-787c37d8d2,2026-02-25T00:00:00Z,58.46,42.83,470.31,138.19,85.51,False
met-9057aa6a,res-787c37d8d2,2026-02-22T00:00:00Z,17.02,23.88,300.58,101.64,41.13,False
met-36255376,res-bc31c3205d,2026-03-21T00:00:00Z,1.13,4.31,1.97,0.75,12.69,True
met-8c20134d,res-bc31c3205d,2026-03-18T00:00:00Z,4.78,1.19,0.11,1.12,9.57,True
met-042da6b7,res-bc31c3205d,2026-03-15T00:00:00Z,2.22,1.8,2.31,0.52,12.93,True
met-c7dbf60e,res-bc31c3205d,2026-03-12T00:00:00Z,0.87,6.56,3.0,0.3,14.41,True
met-3b63a00e,res-bc31c3205d,2026-03-09T00:00:00Z,1.78,6.11,0.07,1.05,11.83,True
met-9a1c4f23,res-bc31c3205d,2026-03-06T00:00:00Z,7.46,8.45,2.47,0.45,3.84,True
met-ebc0a116,res-bc31c3205d,2026-03-03T00:00:00Z,7.6,8.32,1.33,1.49,6.35,True
met-fd8b7b59,res-bc31c3205d,2026-02-28T00:00:00Z,3.73,2.86,1.08,1.65,11.17,True
met-b201ee7a,res-bc31c3205d,2026-02-25T00:00:00Z,1.92,2.62,3.96,0.06,14.67,True
met-1ffe1908,res-bc31c3205d,2026-02-22T00:00:00Z,2.27,5.06,1.24,1.17,10.06,True
met-f03bc4d5,res-157fde0687,2026-03-21T00:00:00Z,4.02,8.84,4.87,0.8,3.97,True
met-8eb959a7,res-157fde0687,2026-03-18T00:00:00Z,3.38,4.81,2.99,0.15,8.8,True
met-bae835d2,res-157fde0687,2026-03-15T00:00:00Z,0.89,9.38,2.35,0.71,9.49,True
met-a836c098,res-157fde0687,2026-03-12T00:00:00Z,5.53,8.22,3.55,1.62,1.08,True
met-2a442510,res-157fde0687,2026-03-09T00:00:00Z,4.28,4.43,4.89,1.34,2.85,True
met-4c385a49,res-157fde0687,2026-03-06T00:00:00Z,7.19,1.37,0.9,0.34,7.9,True
met-7d77aff7,res-157fde0687,2026-03-03T00:00:00Z,3.04,5.21,0.45,1.42,7.06,True
met-7ecd3a68,res-157fde0687,2026-02-28T00:00:00Z,2.45,3.82,4.89,1.0,14.63,True
met-5ada4c35,res-157fde0687,2026-02-25T00:00:00Z,2.61,4.25,2.15,1.81,4.69,True
met-53858c02,res-157fde0687,2026-02-22T00:00:00Z,6.72,9.34,2.58,0.87,3.31,True
met-7c08bef5,res-949db16690,2026-03-21T00:00:00Z,49.21,86.0,282.28,277.24,67.75,False
met-ece5ca5a,res-949db16690,2026-03-18T00:00:00Z,44.6,25.11,36.74,59.03,55.27,False
met-6dc6cb03,res-949db16690,2026-03-15T00:00:00Z,19.72,47.37,66.85,269.08,57.12,False
met-d88d7df4,res-949db16690,2026-03-12T00:00:00Z,44.74,89.11,284.82,140.04,28.44,False
met-aac2a007,res-949db16690,2026-03-09T00:00:00Z,69.78,21.84,181.31,65.1,41.31,False
met-da277e38,res-949db16690,2026-03-06T00:00:00Z,80.15,69.99,413.06,171.16,69.74,False
met-757cba73,res-949db16690,2026-03-03T00:00:00Z,24.12,89.84,12.02,231.22,33.54,False
met-9e77d84b,res-949db16690,2026-02-28T00:00:00Z,87.84,29.69,254.07,32.82,44.65,False
met-51ba0a40,res-949db16690,2026-02-25T00:00:00Z,30.59,88.51,69.78,115.2,89.69,False
met-3f3b1c22,res-949db16690,2026-02-22T00:00:00Z,14.55,35.88,24.15,140.77,73.08,False
met-e01c32ea,res-89dea39927,2026-03-21T00:00:00Z,4.1,6.66,1.35,1.32,5.61,True
met-cffa91e6,res-89dea39927,2026-03-18T00:00:00Z,0.83,6.6,2.27,1.89,15.0,True
met-f6b101ce,res-89dea39927,2026-03-15T00:00:00Z,7.3,8.17,0.65,1.73,12.22,True
met-7f9176ea,res-89dea39927,2026-03-12T00:00:00Z,2.62,8.18,3.72,1.09,9.43,True
met-b65488a9,res-89dea39927,2026-03-09T00:00:00Z,1.19,3.3,1.2,1.54,6.58,True
met-5aa7e30d,res-89dea39927,2026-03-06T00:00:00Z,0.65,2.87,1.94,0.8,10.06,True
met-753dd621,res-89dea39927,2026-03-03T00:00:00Z,7.66,2.39,1.49,1.6,11.3,True
met-8c81e129,res-89dea39927,2026-02-28T00:00:00Z,7.41,9.13,3.02,0.72,2.35,True
met-5bd90afa,res-89dea39927,2026-02-25T00:00:00Z,3.26,2.8,2.23,0.78,4.76,True
met-b8f79ac8,res-89dea39927,2026-02-22T00:00:00Z,5.0,1.81,2.11,0.74,3.61,True
met-eeebacad,res-f07d786b44,2026-03-21T00:00:00Z,5.23,1.84,2.57,1.95,10.47,True
met-57c16e69,res-f07d786b44,2026-03-18T00:00:00Z,5.36,7.42,4.65,1.05,10.06,True
met-700f9f80,res-f07d786b44,2026-03-15T00:00:00Z,1.13,5.21,0.4,1.6,5.21,True
met-e83ce2a2,res-f07d786b44,2026-03-12T00:00:00Z,7.88,7.16,1.5,0.5,6.99,True
met-8d636791,res-f07d786b44,2026-03-09T00:00:00Z,4.76,5.96,4.59,1.03,8.15,True
met-28e95596,res-f07d786b44,2026-03-06T00:00:00Z,3.6,5.18,3.6,1.63,5.98,True
met-defa95dc,res-f07d786b44,2026-03-03T00:00:00Z,4.89,7.92,0.08,1.48,7.48,True
met-430f222e,res-f07d786b44,2026-02-28T00:00:00Z,6.4,8.59,0.23,0.83,10.86,True
met-40b7e5f8,res-f07d786b44,2026-02-25T00:00:00Z,2.85,7.52,3.79,0.9,12.31,True
met-32aab77d,res-f07d786b44,2026-02-22T00:00:00Z,3.06,9.26,4.05,0.42,2.1,True
met-25f022ce,res-37420626e5,2026-03-21T00:00:00Z,28.34,63.87,222.56,10.28,49.62,False
met-70c139b5,res-37420626e5,2026-03-18T00:00:00Z,6.2,62.46,235.48,124.5,69.33,False
met-8ba67fa8,res-37420626e5,2026-03-15T00:00:00Z,71.98,68.07,158.37,244.87,66.26,False
met-e07b5dbc,res-37420626e5,2026-03-12T00:00:00Z,67.16,87.05,340.8,242.37,26.57,False
met-9ca6af58,res-37420626e5,2026-03-09T00:00:00Z,17.16,25.26,409.82,210.33,34.12,False
met-f03c816b,res-37420626e5,2026-03-06T00:00:00Z,7.41,48.49,81.13,76.33,83.16,False
met-1603147e,res-37420626e5,2026-03-03T00:00:00Z,82.24,53.09,52.19,232.07,31.11,False
met-0035f1e1,res-37420626e5,2026-02-28T00:00:00Z,42.97,19.32,452.18,222.94,53.39,False
met-c73a7c5f,res-37420626e5,2026-02-25T00:00:00Z,48.65,11.57,230.26,76.58,42.11,False
met-c161eb01,res-37420626e5,2026-02-22T00:00:00Z,79.65,41.34,173.59,35.29,83.57,False
met-fb00d9cb,res-4f5380106a,2026-03-21T00:00:00Z,42.41,49.66,293.54,220.67,94.93,False
met-e05ea0b2,res-4f5380106a,2026-03-18T00:00:00Z,8.33,41.97,261.54,218.76,90.15,False
met-eaa0918c,res-4f5380106a,2026-03-15T00:00:00Z,86.46,79.41,123.63,22.91,21.43,False
